"relative_path"	"absolute_path"	"size_bytes"	"sha256"	"delivery"	"notes"
"remaining_pipeline_controller.idempotency_failure_attempt10.stdout.log"	"I:\shengxinfenxi\bioinformatics-reproduction\projects\pan-gi-ici-ccc-20260709\desktop_exchange\uploads\20260717_gse205506_paper_qc_rebuild\remaining_pipeline_controller.idempotency_failure_attempt10.stdout.log"	"63"	"bbb39083cfb6ca136366ef505c56de39d6dadc1e40399fbe19ce3d487cbdfe43"	"github_upload"	"analysis execution log"
"remaining_pipeline_controller.paused_attempt3.stderr.log"	"I:\shengxinfenxi\bioinformatics-reproduction\projects\pan-gi-ici-ccc-20260709\desktop_exchange\uploads\20260717_gse205506_paper_qc_rebuild\remaining_pipeline_controller.paused_attempt3.stderr.log"	"0"	"e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855"	"github_upload"	"analysis execution log"
"remaining_pipeline_controller.paused_attempt3.stdout.log"	"I:\shengxinfenxi\bioinformatics-reproduction\projects\pan-gi-ici-ccc-20260709\desktop_exchange\uploads\20260717_gse205506_paper_qc_rebuild\remaining_pipeline_controller.paused_attempt3.stdout.log"	"63"	"e7cb28540602b3e6f0617e5297c283083972a33d69eeb83a8e2874fd24b07026"	"github_upload"	"analysis execution log"
"remaining_pipeline_controller.paused_attempt6_1000_correction.stderr.log"	"I:\shengxinfenxi\bioinformatics-reproduction\projects\pan-gi-ici-ccc-20260709\desktop_exchange\uploads\20260717_gse205506_paper_qc_rebuild\remaining_pipeline_controller.paused_attempt6_1000_correction.stderr.log"	"617"	"dd55e486dd254e257e63d5b6ee9ecc4d73c6ea98c18f289814375b0342012c7a"	"github_upload"	"analysis execution log"
"remaining_pipeline_controller.paused_attempt6_1000_correction.stdout.log"	"I:\shengxinfenxi\bioinformatics-reproduction\projects\pan-gi-ici-ccc-20260709\desktop_exchange\uploads\20260717_gse205506_paper_qc_rebuild\remaining_pipeline_controller.paused_attempt6_1000_correction.stdout.log"	"63"	"b4f3afa52db38d40be1c0fecde3dbf3bdbb3dcf3e58e4cd8aa217505ef3537d9"	"github_upload"	"analysis execution log"
"remaining_pipeline_controller.shutdown_attempt7_1000_correction.stderr.log"	"I:\shengxinfenxi\bioinformatics-reproduction\projects\pan-gi-ici-ccc-20260709\desktop_exchange\uploads\20260717_gse205506_paper_qc_rebuild\remaining_pipeline_controller.shutdown_attempt7_1000_correction.stderr.log"	"0"	"e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855"	"github_upload"	"analysis execution log"
"remaining_pipeline_controller.shutdown_attempt7_1000_correction.stdout.log"	"I:\shengxinfenxi\bioinformatics-reproduction\projects\pan-gi-ici-ccc-20260709\desktop_exchange\uploads\20260717_gse205506_paper_qc_rebuild\remaining_pipeline_controller.shutdown_attempt7_1000_correction.stdout.log"	"63"	"e469859a58fedba74aa0ed9a4642b47ea20f9a03ac913c19dcb7c1ef64654439"	"github_upload"	"analysis execution log"
"remaining_pipeline_controller.stderr.log"	"I:\shengxinfenxi\bioinformatics-reproduction\projects\pan-gi-ici-ccc-20260709\desktop_exchange\uploads\20260717_gse205506_paper_qc_rebuild\remaining_pipeline_controller.stderr.log"	"987"	"2c9bf100af6247ae601956bed23b400d03fc19c262a5c165d2aed1208bae59d1"	"github_upload"	"analysis execution log"
"remaining_pipeline_controller.stdout.log"	"I:\shengxinfenxi\bioinformatics-reproduction\projects\pan-gi-ici-ccc-20260709\desktop_exchange\uploads\20260717_gse205506_paper_qc_rebuild\remaining_pipeline_controller.stdout.log"	"420"	"1443d315aa76470cc23a8293995cf675a87f1eb32f018c0694f7a0bcf14af752"	"github_upload"	"analysis execution log"
"scripts/01_build_gse205506_paper_basic_qc.R"	"I:\shengxinfenxi\bioinformatics-reproduction\projects\pan-gi-ici-ccc-20260709\desktop_exchange\uploads\20260717_gse205506_paper_qc_rebuild\scripts\01_build_gse205506_paper_basic_qc.R"	"16423"	"f8026c65e04f27e139a61601e0a1246e1e41870d6fb925beb0d0b341ada4c6f8"	"github_upload"	"reproducibility script"
"scripts/02_first_round_rpca_broad_mt_qc.R"	"I:\shengxinfenxi\bioinformatics-reproduction\projects\pan-gi-ici-ccc-20260709\desktop_exchange\uploads\20260717_gse205506_paper_qc_rebuild\scripts\02_first_round_rpca_broad_mt_qc.R"	"29819"	"609e377eaa5e8274634dd5f999d687dfc41483fb514ffef64bf1ffc006f4b399"	"github_upload"	"reproducibility script"
"scripts/03_rebuild_final_rpca_atlas.R"	"I:\shengxinfenxi\bioinformatics-reproduction\projects\pan-gi-ici-ccc-20260709\desktop_exchange\uploads\20260717_gse205506_paper_qc_rebuild\scripts\03_rebuild_final_rpca_atlas.R"	"23501"	"382d49371ea85af13fec73b5e5d8b1ebf1112a6a4aaf498dc951149d01d67275"	"github_upload"	"reproducibility script"
"scripts/04_recluster_compartments.R"	"I:\shengxinfenxi\bioinformatics-reproduction\projects\pan-gi-ici-ccc-20260709\desktop_exchange\uploads\20260717_gse205506_paper_qc_rebuild\scripts\04_recluster_compartments.R"	"14686"	"3dbae2701ddbeebf8dab54ac2920277fb95eb79e184b86f3e0c459d131adac42"	"github_upload"	"reproducibility script"
"scripts/05_render_paper_qc_figures.R"	"I:\shengxinfenxi\bioinformatics-reproduction\projects\pan-gi-ici-ccc-20260709\desktop_exchange\uploads\20260717_gse205506_paper_qc_rebuild\scripts\05_render_paper_qc_figures.R"	"11171"	"52d7f8696f6fed7703f7eb16badabc11d51c238c3bebf622a4e68861a8c86ea4"	"github_upload"	"reproducibility script"
"scripts/06_finalize_handoff.R"	"I:\shengxinfenxi\bioinformatics-reproduction\projects\pan-gi-ici-ccc-20260709\desktop_exchange\uploads\20260717_gse205506_paper_qc_rebuild\scripts\06_finalize_handoff.R"	"11523"	"a2ed45bf561dd54ac03cb613b8df28dfa5121bd103bfcaaf449f18bd9cde346f"	"github_upload"	"reproducibility script"
"scripts/build_output_manifest.ps1"	"I:\shengxinfenxi\bioinformatics-reproduction\projects\pan-gi-ici-ccc-20260709\desktop_exchange\uploads\20260717_gse205506_paper_qc_rebuild\scripts\build_output_manifest.ps1"	"3180"	"e8216e0bf5c02d8a510d11725a74f623c2d3ad65cce062eb8bfe559dc5263b72"	"github_upload"	"reproducibility script"
"scripts/diagnose_first_round_cell_order.R"	"I:\shengxinfenxi\bioinformatics-reproduction\projects\pan-gi-ici-ccc-20260709\desktop_exchange\uploads\20260717_gse205506_paper_qc_rebuild\scripts\diagnose_first_round_cell_order.R"	"2804"	"2ebe4ee3424535b8d523c94a03e72500d7230834dff8bf7357f21ec2122b7bd2"	"github_upload"	"reproducibility script"
"scripts/run_remaining_pipeline.ps1"	"I:\shengxinfenxi\bioinformatics-reproduction\projects\pan-gi-ici-ccc-20260709\desktop_exchange\uploads\20260717_gse205506_paper_qc_rebuild\scripts\run_remaining_pipeline.ps1"	"3411"	"08c39852ab518df02e023e245f9584a69a7f5c999668ab07b578ff91e6563b93"	"github_upload"	"reproducibility script"
"scripts/upload_github_handoff.ps1"	"I:\shengxinfenxi\bioinformatics-reproduction\projects\pan-gi-ici-ccc-20260709\desktop_exchange\uploads\20260717_gse205506_paper_qc_rebuild\scripts\upload_github_handoff.ps1"	"5815"	"ab03b45b16a2e3be0ac80caef6e218a7fa87f4bed14c9e103cbbfb2cae7e55ad"	"github_upload"	"reproducibility script"
"sessionInfo_gse205506_compartment_reclustering.txt"	"I:\shengxinfenxi\bioinformatics-reproduction\projects\pan-gi-ici-ccc-20260709\desktop_exchange\uploads\20260717_gse205506_paper_qc_rebuild\sessionInfo_gse205506_compartment_reclustering.txt"	"3385"	"a5e7ef4ad21fa984c88d7cfda51ec26e153d4eec3f16e76b90251381d1fb3db3"	"github_upload"	"R session information"
"sessionInfo_gse205506_final_rpca_atlas.txt"	"I:\shengxinfenxi\bioinformatics-reproduction\projects\pan-gi-ici-ccc-20260709\desktop_exchange\uploads\20260717_gse205506_paper_qc_rebuild\sessionInfo_gse205506_final_rpca_atlas.txt"	"5675"	"a3e54506702d8497551ec69233bc754ff5210b310165e61f22a71e8e00d0cae3"	"github_upload"	"R session information"
"sessionInfo_gse205506_first_round_rpca_mt_qc.txt"	"I:\shengxinfenxi\bioinformatics-reproduction\projects\pan-gi-ici-ccc-20260709\desktop_exchange\uploads\20260717_gse205506_paper_qc_rebuild\sessionInfo_gse205506_first_round_rpca_mt_qc.txt"	"3418"	"c5d1cb3bbdca3efb14691b6eb6dc87df5888ed957e41cbf02ef95f7715b75e48"	"github_upload"	"R session information"
"sessionInfo_gse205506_handoff_finalization.txt"	"I:\shengxinfenxi\bioinformatics-reproduction\projects\pan-gi-ici-ccc-20260709\desktop_exchange\uploads\20260717_gse205506_paper_qc_rebuild\sessionInfo_gse205506_handoff_finalization.txt"	"704"	"561da8cca9eafbd74bb83eefd42dbdabbc64c01429552703d0abd6bc27ba4139"	"github_upload"	"R session information"
"sessionInfo_gse205506_paper_basic_qc.txt"	"I:\shengxinfenxi\bioinformatics-reproduction\projects\pan-gi-ici-ccc-20260709\desktop_exchange\uploads\20260717_gse205506_paper_qc_rebuild\sessionInfo_gse205506_paper_basic_qc.txt"	"5076"	"dffa79ba309f0c91e1238008f4803afa12efa2febe868d40eb317c27809c59ad"	"github_upload"	"R session information"
"sessionInfo_gse205506_paper_qc_figures.txt"	"I:\shengxinfenxi\bioinformatics-reproduction\projects\pan-gi-ici-ccc-20260709\desktop_exchange\uploads\20260717_gse205506_paper_qc_rebuild\sessionInfo_gse205506_paper_qc_figures.txt"	"3497"	"a922d2148de73f4148c97a659a8b82f17b3d7a836f98fa1131dcf44a351f5cbc"	"github_upload"	"R session information"
"STATUS.md"	"I:\shengxinfenxi\bioinformatics-reproduction\projects\pan-gi-ici-ccc-20260709\desktop_exchange\uploads\20260717_gse205506_paper_qc_rebuild\STATUS.md"	"2081"	"66480cb1ced5d4256af3ec7c3fd05a27dd4c2bc4ded3fd6c5b157c4e2f377451"	"github_upload"	"completion status"
""	"F:/pan-gi-ici-ccc-20260709/GSE205506/r_analysis_paper_qc_20260717/gse205506_article_basic_qc_primary.rds"	"3766936739"	"349bce8d3d01b0d2814aa565c782fb548d4eccc7dbf44889c888bcd32703c0a9"	"local_only"	"article_basic_qc_primary: formal_route_local_only; Article numerical basic QC; scDblFinder calls retained in primary object"
""	"F:/pan-gi-ici-ccc-20260709/GSE205506/r_analysis_paper_qc_20260717/gse205506_first_round_rpca_broad_classification.rds"	"11602035746"	"c9072c877f6537a3c5a747a071f7dbfb4f021fde5086b930d8a06ff4c89d42a1"	"local_only"	"first_round_rpca_broad_classification: formal_route_local_only; First-round integrated object used for broad classification and mitochondrial QC"
""	"F:/pan-gi-ici-ccc-20260709/GSE205506/r_analysis_paper_qc_20260717/gse205506_post_compartment_mt_qc_raw.rds"	"3364323658"	"300c8d202b464dde457cb1bd005413cdc69bf13b14f2af8e1dbcf9cbe1bb2d25"	"local_only"	"post_compartment_mt_qc_raw: formal_route_local_only; Raw RNA object restricted to cells passing compartment mitochondrial QC"
""	"F:/pan-gi-ici-ccc-20260709/GSE205506/r_analysis_paper_qc_20260717/gse205506_formal_post_mt_rpca_atlas.rds"	"10100879298"	"b46f0371f0a97b526e4428305ead738ffb1a97a489410157562d4f50387be71b"	"local_only"	"formal_post_mt_rpca_atlas: formal_route_local_only; Final post-mitochondrial-QC RPCA atlas"
""	"F:/pan-gi-ici-ccc-20260709/GSE205506/r_analysis_paper_qc_20260717/gse205506_compartment_T_I_NK.rds"	"1345365032"	"942f88831dae25391d62a4a21237877b87abd2edce5ce6907470baee8cd76146"	"local_only"	"compartment_reclustered_object: formal_route_local_only; Compartment-specific Harmony project implementation; no whole cluster deleted"
""	"F:/pan-gi-ici-ccc-20260709/GSE205506/r_analysis_paper_qc_20260717/gse205506_compartment_B.rds"	"1045194818"	"0b378e2de8272abff928b8430d27f9dc6a03dce786b6784ff45195bd84f7afd7"	"local_only"	"compartment_reclustered_object: formal_route_local_only; Compartment-specific Harmony project implementation; no whole cluster deleted"
""	"F:/pan-gi-ici-ccc-20260709/GSE205506/r_analysis_paper_qc_20260717/gse205506_compartment_Myeloid.rds"	"585031259"	"c7322a7929dfd175242f509eb31a0a77352018b14580d1bd4fdab3aad6e4e3b0"	"local_only"	"compartment_reclustered_object: formal_route_local_only; Compartment-specific Harmony project implementation; no whole cluster deleted"
""	"F:/pan-gi-ici-ccc-20260709/GSE205506/r_analysis_paper_qc_20260717/gse205506_compartment_Endothelial.rds"	"1003008570"	"463a0c472477c521a637116d77d7f1eebdc842d152b115a6ba6e1328986e9900"	"local_only"	"compartment_reclustered_object: formal_route_local_only; Compartment-specific Harmony project implementation; no whole cluster deleted"
""	"F:/pan-gi-ici-ccc-20260709/GSE205506/r_analysis_paper_qc_20260717/gse205506_compartment_Fibroblast.rds"	"519358609"	"eb8410f86de1ecbd01b760fdae97166ae9550913fb6ea7271a1e837fd33dc5ae"	"local_only"	"compartment_reclustered_object: formal_route_local_only; Compartment-specific Harmony project implementation; no whole cluster deleted"
""	"F:/pan-gi-ici-ccc-20260709/GSE205506/r_analysis_paper_qc_20260717/gse205506_compartment_Epithelial.rds"	"5126252601"	"5a77140c92a00a7da906ff163717e95b17d0c5d15c8b1089a00ab18fb5ce8a09"	"local_only"	"compartment_reclustered_object: formal_route_local_only; Compartment-specific Harmony project implementation; no whole cluster deleted"
""	"F:/pan-gi-ici-ccc-20260709/GSE205506/r_analysis/gse205506_seurat_final_annotated.rds"	"13960868155"	"9f67ca82761c6dcf396bff7e474700f7922180f528dff8db06329c0a6810a526"	"local_only"	"rejected_qc_version_1: rejected_qc_version_1_preserved; Previous per-sample mitochondrial filtering did not reproduce the source-paper QC; file preserved and not overwritten"
""	"F:/pan-gi-ici-ccc-20260709/GSE205506/r_analysis/gse205506_seurat_final_reviewed.rds"	"13973709204"	"3916592e5cce0b9f490d304847bdbba947e0c9500afdcda59f7d699893d3ce49"	"local_only"	"rejected_qc_version_1: rejected_qc_version_1_preserved; Previous per-sample mitochondrial filtering did not reproduce the source-paper QC; file preserved and not overwritten"
""	"F:/pan-gi-ici-ccc-20260709/GSE205506/r_analysis/gse205506_seurat_harmony.rds"	"13617459364"	"34bdc3051bcabea516badb60a3040cbc408c69e4fa546096c1c7f195b77c1359"	"local_only"	"rejected_qc_version_1: rejected_qc_version_1_preserved; Previous per-sample mitochondrial filtering did not reproduce the source-paper QC; file preserved and not overwritten"
""	"F:/pan-gi-ici-ccc-20260709/GSE205506/r_analysis/gse205506_seurat_integrated_clusters.rds"	"13952514540"	"6b92692edffe4eca66ad2259bdb4206b49ac0e56baa13e2e3a94334cf897e27a"	"local_only"	"rejected_qc_version_1: rejected_qc_version_1_preserved; Previous per-sample mitochondrial filtering did not reproduce the source-paper QC; file preserved and not overwritten"
""	"F:/pan-gi-ici-ccc-20260709/GSE205506/r_analysis/gse205506_seurat_normalized_pca.rds"	"13551273236"	"cd2fb88be5bb8300c4185d0a25bf526cfc734094e2f282ef21836444c333f4db"	"local_only"	"rejected_qc_version_1: rejected_qc_version_1_preserved; Previous per-sample mitochondrial filtering did not reproduce the source-paper QC; file preserved and not overwritten"
""	"F:/pan-gi-ici-ccc-20260709/GSE205506/r_analysis/gse205506_seurat_qc_singlets.rds"	"3957788041"	"b6eb4c3550db3f2be5462c23c3a5875c24a87a817ca4dd84fe3f7a5296a4b725"	"local_only"	"rejected_qc_version_1: rejected_qc_version_1_preserved; Previous per-sample mitochondrial filtering did not reproduce the source-paper QC; file preserved and not overwritten"
